first_name,last_name,full_name,phone,client_id,dob,age,inception,city,state,street,advisor,lat,lon,account_types,total_aum
John,Bannon,John Bannon,353-880-6081,131,1990-06-04,28,2000-04-17,Fayetteville,AR,3142 North Warwick Drive,Cynthia,36.108083,-94.1208599,"Brokerage,Traditional IRA,Roth IRA,529",54967.65574532812
Gregory,Fuller,Gregory Fuller,193-795-9722,132,1979-06-04,39,2012-03-13,Newfane,VT,578 Vermont 30,Cynthia,42.9853466,-72.6551727,"Roth 401(k),529,Roth IRA,Traditional IRA",37724.50557665494
David,Hudnell,David Hudnell,504-713-1078,133,1958-10-22,60,2003-07-09,Norman,OK,996 Ed Noble Parkway,Robert,35.206422,-97.4821307,"529,Roth IRA,Brokerage",30161.434183335194
Lillian,Armstrong,Lillian Armstrong,515-384-1140,134,1970-06-14,48,2011-11-20,Fayetteville,AR,1 North School Avenue,Robert,36.0632351,-94.1649619,"Traditional IRA,Roth 401(k),529",41861.71613863757
Franklin,Diaz,Franklin Diaz,211-981-4583,135,1957-09-17,61,2013-09-04,Montgomery,AL,100 Lake Forest Drive,Cynthia,32.383714,-86.16060399999999,"Roth IRA,Brokerage,529,Roth 401(k),Traditional IRA",129838.79331828063
Mary,Conlin,Mary Conlin,110-408-6145,136,1977-10-15,41,2014-05-14,Athol,MA,7 Oliver Street,Cynthia,42.5895133,-72.22493709999999,Roth 401(k),3637.568302268459
Carolyn,Nockels,Carolyn Nockels,505-423-6205,137,1967-07-14,51,2008-07-11,Panama City,FL,2729 East 14th Street,Cynthia,30.173293,-85.623364,"Roth IRA,Traditional IRA",25456.348580597187
Patrica,Colon,Patrica Colon,372-752-9925,138,1988-08-25,30,2005-06-18,Arvada,CO,8380 West 67th Avenue,Cynthia,39.817999,-105.090301,Traditional IRA,18270.645148029776
Rosemary,Williams,Rosemary Williams,592-873-2939,139,1952-10-19,66,2011-02-08,Montgomery,AL,3340 Woodpark Drive,Cynthia,32.306954,-86.265986,"Brokerage,Roth 401(k)",10408.00457854547
Josephine,Yerkes,Josephine Yerkes,507-489-4061,140,1964-06-01,54,2011-01-24,Fayetteville,AR,5529 East Saddleridge Drive,Robert,36.113929,-94.080563,"Roth 401(k),Brokerage,529",49600.76331671527
Calvin,Rogers,Calvin Rogers,210-919-6323,141,1985-04-03,33,2012-12-07,Louisville,KY,642 South 2nd Street,Robert,38.2472593,-85.7549195,Brokerage,19828.786076927656
Samuel,Dwyer,Samuel Dwyer,117-782-7573,142,1979-07-17,39,2004-07-26,Nashville,TN,3534 Saint Lawrence Road,Robert,36.289224,-86.877681,"Roth IRA,Roth 401(k)",24354.89831311038
Clarence,Holloway,Clarence Holloway,257-206-5053,143,1982-11-24,35,2016-07-15,Nashville,TN,8300 Highway 100,Cynthia,36.038777,-86.96481,"529,Roth 401(k),Brokerage",47885.79637011014
Wm,Smith,Wm Smith,169-607-6003,144,1955-04-24,63,2016-11-11,Berkeley,CA,1139 Addison Street,Cynthia,37.8683866,-122.290025,Brokerage,24801.129636772574
David,Solinski,David Solinski,315-606-8585,145,1984-11-14,33,2001-04-27,Oakland,CA,725 65th Street,Cynthia,37.849964,-122.266668,"Brokerage,Roth IRA",159095.11707701982
Leslie,Gray,Leslie Gray,528-668-2058,146,1954-07-25,64,2017-02-26,Savannah,GA,1431 King George Boulevard,Cynthia,31.9775273,-81.2259819,529,1080.3180026475977
Francine,Cerrone,Francine Cerrone,546-424-7031,147,1960-06-01,58,2012-02-02,Fayetteville,AR,4074 North Sunflower Circle,Cynthia,36.125209,-94.1317431,"Brokerage,Roth IRA,Traditional IRA",21147.783410236014
Jeffrey,Swartwood,Jeffrey Swartwood,161-162-3790,148,1990-12-16,27,2003-07-28,Hayward,CA,24147 Clinton Court,Cynthia,37.648857,-122.112388,"Roth IRA,529,Traditional IRA,Brokerage,Roth 401(k)",257943.03587490757
Maxine,Holt,Maxine Holt,178-740-7515,149,1990-03-01,28,2004-11-04,Fayetteville,AR,607 North 46th Avenue,Cynthia,36.0741371,-94.22645829999999,"Brokerage,Roth IRA,Traditional IRA,Roth 401(k)",36067.310034984584
Michael,Wilson,Michael Wilson,475-613-9457,150,1958-11-17,60,2009-11-22,Nashville,TN,313 Wiley Street,Cynthia,36.269119,-86.706063,"Brokerage,529,Traditional IRA,Roth 401(k)",54822.884572989504
Alfreda,Attaway,Alfreda Attaway,393-211-8139,151,1975-04-05,43,2016-09-25,Louisville,KY,1046 Dudley Avenue,Robert,38.2416535,-85.7188075,"Brokerage,Roth IRA",26245.720427380646
William,Holbert,William Holbert,112-721-3388,152,1952-09-28,66,2009-03-27,Edmond,OK,1605 Remington Road,Robert,35.7062389,-97.458961,"Brokerage,Roth 401(k),Roth IRA,529,Traditional IRA",69696.28961213813
Diane,Macdonald,Diane Macdonald,414-532-1549,153,1978-06-18,40,2012-03-02,Nashville,TN,2205 Lindell Avenue,Cynthia,36.1307367,-86.7746985,"Roth 401(k),Roth IRA,Traditional IRA,Brokerage",55079.78610256934
Justin,Blanchard,Justin Blanchard,325-460-6338,154,1969-12-25,48,2012-07-08,Montgomery,AL,164 Tensaw Road,Cynthia,32.384424,-86.145425,"Roth IRA,Roth 401(k),Brokerage,Traditional IRA,529",341749.6183759449
Robert,Stecklein,Robert Stecklein,624-673-6503,155,1973-11-12,45,2013-09-07,Montgomery,AL,311 South Panama Street,Robert,32.376833,-86.27416099999999,529,21634.157061097096
Leatha,Alford,Leatha Alford,246-238-0791,156,1980-03-19,38,2017-09-22,Cupertino,CA,10881 Northforde Drive,Robert,37.335812,-122.023985,Roth IRA,19973.30561702484
Nancy,Spencer,Nancy Spencer,618-368-2825,157,1969-08-25,49,2015-09-07,Arvada,CO,16896 West 85th Lane,Cynthia,39.852901,-105.1912382,Roth IRA,2160.2916322822484
Scott,Murdock,Scott Murdock,258-284-6510,158,1990-09-23,28,2006-04-15,Orange,CA,553 South Arlington Road,Cynthia,33.7794839,-117.820383,"Brokerage,Roth IRA,Traditional IRA,Roth 401(k)",48669.6730901149
Bruce,Alas,Bruce Alas,394-137-4081,159,1951-12-05,66,2005-03-26,Nashville,TN,1324 Beddington Park,Cynthia,36.057298,-86.823065,"529,Roth 401(k),Traditional IRA,Brokerage,Roth IRA",151206.3984009631
Yolanda,Jenkins,Yolanda Jenkins,494-651-9006,160,1988-08-17,30,2014-04-23,Fountain,FL,12610 Webber Road,Cynthia,30.4711,-85.41234899999999,"Brokerage,Roth IRA,Traditional IRA,529,Roth 401(k)",226526.03853998688
Albert,Brase,Albert Brase,628-286-5048,161,1973-02-28,45,2008-10-26,Fremont,CA,4016 Doane Street,Cynthia,37.514834,-121.95302,"Roth IRA,Roth 401(k),529,Brokerage",48980.26974183393
Tyler,Avant,Tyler Avant,552-669-7956,162,1984-08-22,34,2001-02-05,Glendale,AZ,6740 West Montebello Avenue,Cynthia,33.5205715,-112.2039219,Brokerage,6737.92097390131
Catherine,Allain,Catherine Allain,274-580-4357,163,1950-08-01,68,2006-06-22,Nashville,TN,5434 Cedar Ash Crossing,Robert,36.03928,-86.6286669,"Roth 401(k),529",266170.43967680517
Eva,Bartko,Eva Bartko,528-256-1851,164,1959-04-06,59,2015-12-21,Selma,CA,2409 Park Street,Cynthia,36.55983190000001,-119.6183089,"Roth IRA,Brokerage,529",36691.041330631575
Connie,Montanez,Connie Montanez,164-631-1900,165,1971-10-20,47,2005-07-24,Savannah,GA,713 East 32nd Street,Robert,32.0579228,-81.0878461,Roth IRA,7377.135677761492
Thomas,Oreilly,Thomas Oreilly,285-563-0643,166,1986-06-10,32,2000-09-01,Burlington,VT,109 Summit Street,Cynthia,44.4729749,-73.2026566,"Roth 401(k),Brokerage,Roth IRA,529,Traditional IRA",53834.355676495354
Robin,Hudak,Robin Hudak,286-420-5271,167,1970-06-23,48,2010-03-24,Fayetteville,AR,2787 West Blackstone Crossing,Cynthia,36.0608984,-94.1993461,"Roth 401(k),Traditional IRA",26531.374849081923
Gloria,Mills,Gloria Mills,555-208-7033,168,1974-04-25,44,2010-07-04,Nashville,TN,95 Claiborne Street,Robert,36.151804,-86.76030899999999,"Roth 401(k),Roth IRA",315963.6808696493
Michael,Gomez,Michael Gomez,628-784-2232,169,1982-10-06,36,2013-11-25,Farmington,AR,110 Allen Place,Cynthia,36.04627,-94.23044,Traditional IRA,24528.4806481383
Helen,Kelley,Helen Kelley,371-739-1694,170,1964-06-02,54,2010-12-25,Louisville,KY,4316 Dover Road,Cynthia,38.186788,-85.833439,"Roth IRA,Roth 401(k),529",269347.64775229216
Abraham,Neal,Abraham Neal,483-746-6408,171,1955-01-28,63,2009-05-28,Montgomery,AL,1631 Madison Avenue,Robert,32.3808099,-86.28537299999999,"Traditional IRA,Roth 401(k),529,Brokerage",31378.412768436705
Sandi,Henderson,Sandi Henderson,119-747-3263,172,1965-05-06,53,2014-02-09,Soda Springs,CA,51035 Conifer Drive,Cynthia,39.31757899999999,-120.443713,"Roth IRA,Roth 401(k),529,Brokerage,Traditional IRA",481288.1249722049
Jean,Boggs,Jean Boggs,144-926-6924,173,1958-10-22,60,2001-02-24,Fayetteville,AR,201 North Locust Avenue,Robert,36.0647522,-94.1630174,Roth IRA,19134.36311473394
Benjamin,King,Benjamin King,129-463-9364,174,1953-09-24,65,2006-03-26,Arvada,CO,5650 West 60th Avenue,Cynthia,39.804868,-105.058319,"Brokerage,Traditional IRA,Roth 401(k)",44572.430723341575
Lily,Daniels,Lily Daniels,408-699-4818,175,1972-02-16,46,2004-02-08,Savannah,GA,12 Netherclift Way,Cynthia,31.915037,-81.07712599999999,"Traditional IRA,529",9782.143834389153
Elizabeth,Longley,Elizabeth Longley,544-380-9995,176,1951-05-17,67,2012-10-23,Savannah,GA,1695 Archer Street,Cynthia,32.0475974,-81.13348289999999,"Traditional IRA,Brokerage,Roth IRA",53500.12216972483
Jonathan,Manchini,Jonathan Manchini,590-675-6401,177,1987-03-19,31,2000-09-21,Washington,DC,1126 Oates Street Northeast,Cynthia,38.90606,-76.9891839,"Brokerage,Traditional IRA,529,Roth 401(k)",389115.6096659059
Janet,Leggette,Janet Leggette,589-774-9322,178,1969-06-12,49,2009-12-02,Nashville,TN,253 Colt Drive,Robert,36.087114,-86.943151,Roth IRA,18902.373154878693
Vivian,Martinez,Vivian Martinez,256-935-0391,179,1985-09-25,33,2004-11-05,Annapolis,MD,1709 Vineyard Trail,Cynthia,39.011135,-76.533643,"Brokerage,Traditional IRA,529,Roth IRA,Roth 401(k)",51092.29931083525
Guadalupe,Yochum,Guadalupe Yochum,605-982-5883,180,1960-02-01,58,2016-12-28,Norman,OK,996 Ed Noble Parkway,Cynthia,35.206422,-97.4821307,"Roth IRA,Traditional IRA,Roth 401(k),529,Brokerage",80330.86768881825
Timothy,Perez,Timothy Perez,637-802-4413,181,1983-09-22,35,2005-11-05,Fremont,CA,38252 Farwell Drive,Robert,37.5376257,-122.0104815,"529,Traditional IRA,Roth 401(k)",114734.54129434683
Joe,Anderson,Joe Anderson,156-866-6246,182,1977-10-10,41,2008-05-27,Bakersfield,CA,4409 Star Jasmine Court,Robert,35.314966,-119.027406,"Roth IRA,Traditional IRA,Roth 401(k),529",44490.23158140194
Cody,Johnson,Cody Johnson,663-388-8726,183,1953-09-10,65,2017-01-15,Washington,DC,1427 South Carolina Avenue Southeast,Cynthia,38.886615,-76.9845349,"529,Traditional IRA",6980.05228896892
Brett,Moss,Brett Moss,136-655-9302,184,1951-12-07,66,2012-03-08,Manchester,CT,89 Frances Drive,Cynthia,41.761374,-72.537628,"Brokerage,Roth IRA,529,Traditional IRA,Roth 401(k)",252642.44114144926
Wilbert,Skursky,Wilbert Skursky,175-293-4313,185,1950-02-14,68,2005-07-28,Louisville,KY,3620 Colmar Drive,Cynthia,38.235977,-85.81636,Roth 401(k),10854.10688873761
Louis,Kruger,Louis Kruger,259-752-5761,186,1953-05-14,65,2017-05-22,Woburn,MA,78 School Street,Robert,42.506877,-71.15299,"Brokerage,Roth 401(k),Roth IRA,Traditional IRA",257142.5027060615
Matthew,Walt,Matthew Walt,416-350-3616,187,1970-06-20,48,2005-07-20,Beverly Hills,FL,5038 North Cimarron Drive,Cynthia,28.935938,-82.527367,"Traditional IRA,Roth IRA,529",374399.2423891751
Melvin,Ferguson,Melvin Ferguson,381-277-1750,188,1950-12-07,67,2001-03-18,Washington,DC,534 Hamilton Street Northeast,Cynthia,38.954267,-76.997085,"Roth 401(k),Roth IRA,Brokerage",53898.52785654129
Larry,Bryce,Larry Bryce,265-744-5910,189,1985-10-09,33,2002-03-24,Arnold,MD,1489 Falcon Nest Court,Cynthia,39.0368629,-76.467516,"Traditional IRA,Roth 401(k),Roth IRA",21791.2068859504
Courtney,Caberto,Courtney Caberto,335-888-4036,190,1968-05-26,50,2002-01-15,Arvada,CO,5614 Kipling Parkway,Cynthia,39.7994048,-105.1106766,"Traditional IRA,Roth IRA,529",41689.94697044385
Jeffry,Collingwood,Jeffry Collingwood,680-898-8548,191,1979-11-10,39,2016-08-19,Hyde Park,VT,54 Pine Meadow Drive,Cynthia,44.597069,-72.6195089,"Roth 401(k),529",8756.932899347361
Barbara,Hall,Barbara Hall,349-730-2364,192,1981-02-10,37,2010-07-06,Louisville,KY,8219 Minor Lane,Cynthia,38.12841,-85.7107249,Roth IRA,10476.155682526258
Ramona,Florence,Ramona Florence,122-190-7041,193,1976-06-16,42,2010-01-09,Chester,VT,2909 Flamstead Road,Cynthia,43.3024429,-72.560051,"Traditional IRA,Roth 401(k),Brokerage,Roth IRA",59648.36474281612
Richard,Libby,Richard Libby,547-863-4189,194,1970-10-15,48,2006-10-25,Manchester,CT,110 Castle Hill,Robert,41.7820711,-72.4827912,"529,Roth IRA,Traditional IRA,Brokerage,Roth 401(k)",85957.64436122664
Kathleen,Taylor,Kathleen Taylor,178-788-0955,195,1985-07-25,33,2014-10-20,Panama City,FL,235 Hugh Thomas Drive,Cynthia,30.146583,-85.553331,Roth 401(k),9794.13223307933
Bob,Garrett,Bob Garrett,114-737-4416,196,1978-07-21,40,2004-01-11,Barre,VT,110 Elmwood Avenue,Robert,44.2097089,-72.50493600000001,"Traditional IRA,Roth 401(k),529,Roth IRA,Brokerage",535519.4423413386
Joyce,Trevino,Joyce Trevino,683-753-2382,197,1960-02-22,58,2016-06-14,Glendale,AZ,21007 North 53rd Avenue,Robert,33.67628000000001,-112.174746,"529,Traditional IRA,Roth 401(k),Brokerage,Roth IRA",326171.26676943654
Henry,Jones,Henry Jones,339-167-7143,198,1977-07-20,41,2005-07-17,Brimfield,MA,61 Cubles Drive,Cynthia,42.1333083,-72.1897627,"Roth 401(k),529,Traditional IRA,Brokerage,Roth IRA",78324.54054001518
Joseph,Warren,Joseph Warren,353-749-5527,199,1955-11-10,63,2017-06-09,Severna Park,MD,212 Ambleside Drive,Robert,39.097022,-76.55617699999999,"Traditional IRA,Roth 401(k),Brokerage,529",316933.2589062536
Gina,Mcfadden,Gina Mcfadden,483-187-5887,200,1968-06-25,50,2008-01-10,Saint Albans City,VT,45 Parsons Avenue,Cynthia,44.79305600000001,-73.086777,"Roth 401(k),529",21076.226298344176
Felix,Reiner,Felix Reiner,198-103-4479,201,1990-11-28,27,2003-03-08,Holbrook,MA,34 Belair Drive,Cynthia,42.1348305,-71.001043,Roth 401(k),20923.36327362513
Michael,Hall,Michael Hall,264-801-6530,202,1980-07-25,38,2008-07-23,Montgomery,AL,2013 Talbot Terrace,Cynthia,32.346206,-86.239281,"Traditional IRA,Brokerage,Roth 401(k),529,Roth IRA",377566.8846143551
Roger,Amaral,Roger Amaral,561-110-5768,203,1969-07-16,49,2002-07-04,Manchester,CT,37 Kensington Street,Robert,41.774793,-72.503203,Brokerage,151157.53355075046
Chad,Lowe,Chad Lowe,458-705-6465,204,1965-08-26,53,2004-07-25,Manchester,CT,80 Homestead Street,Cynthia,41.785401,-72.531238,"Traditional IRA,529,Roth IRA,Brokerage,Roth 401(k)",85023.79024547517
Thomas,Hawks,Thomas Hawks,144-849-4904,205,1976-08-25,42,2010-04-10,Panama City,FL,2928 Avon Road,Robert,30.196279,-85.619315,Brokerage,19075.61320325364
Janel,Simonis,Janel Simonis,163-960-7963,206,1975-11-26,42,2012-03-21,Glendale,AZ,6617 North 59th Avenue,Robert,33.5338921,-112.1858285,"Roth IRA,529,Traditional IRA",195775.37102669253
Steven,Flynn,Steven Flynn,153-429-1832,207,1966-09-14,52,2012-06-17,Anchorage,AK,6740 Dickerson Drive,Robert,61.221587,-149.75383,"Roth IRA,529",45662.27691937112
Charles,Parsons,Charles Parsons,598-118-8892,208,1971-02-24,47,2001-10-08,Manchester,CT,199 Spencer Street,Robert,41.7673618,-72.5691083,"Roth IRA,529,Roth 401(k)",27273.821103090937
Emma,Chambers,Emma Chambers,216-691-6665,209,1981-08-07,37,2011-08-17,Annapolis,MD,1433 Bretton View Road,Robert,39.026117,-76.471535,"529,Roth IRA,Traditional IRA",34372.426578816405
Tanisha,Osborn,Tanisha Osborn,564-298-0948,210,1958-12-27,59,2016-02-13,Savannah,GA,345 Tattnall Street,Robert,32.0737537,-81.0972164,"Roth 401(k),Roth IRA,529,Traditional IRA",84204.74592602014
Martin,Holt,Martin Holt,238-799-0507,211,1952-03-09,66,2011-03-24,Savannah,GA,711 Tatem Street,Cynthia,32.035775,-81.125465,"Roth 401(k),Brokerage",30294.581834147022
Daniel,Marrero,Daniel Marrero,617-815-8352,212,1979-12-03,38,2001-04-18,Cambridge,MA,594 Putnam Avenue,Cynthia,42.3568866,-71.10681559999999,"529,Roth IRA,Traditional IRA,Roth 401(k)",31747.22227106686
Patricia,Wires,Patricia Wires,604-730-7681,213,1973-03-15,45,2012-12-19,Oklahoma City,OK,1304 Southwest 67th Street,Cynthia,35.3978899,-97.53921899999999,Roth 401(k),10005.346303996266
Christopher,Bertrand,Christopher Bertrand,258-304-3269,214,1962-12-16,55,2000-08-19,Arvada,CO,10763 West 54th Place,Cynthia,39.7956876,-105.118779,"Brokerage,Roth IRA,529,Traditional IRA",137656.82463967966
Thomas,Vaughn,Thomas Vaughn,680-453-3601,215,1986-10-18,32,2009-09-15,Peabody,MA,19 Keyes Drive,Robert,42.5425539,-70.9493447,"529,Roth IRA,Roth 401(k)",21363.255142462403
Arturo,Porras,Arturo Porras,367-757-8693,216,1954-12-18,63,2000-07-23,Fayetteville,AR,3142 West Finger Road,Cynthia,36.042837,-94.205309,"529,Brokerage",152482.67947069893
Bobbie,Holmquist,Bobbie Holmquist,552-643-8986,217,1973-03-13,45,2011-01-24,Salem,MA,24 Norman Street,Robert,42.520197,-70.896807,"Roth IRA,Roth 401(k),Traditional IRA",27554.678925582248
Wesley,Webster,Wesley Webster,157-491-6398,218,1986-10-05,32,2007-08-19,Savannah,GA,37 East Broad Street,Robert,32.0776278,-81.08469219999999,"Brokerage,529,Roth 401(k),Traditional IRA,Roth IRA",63906.52666587374
Ryan,Harrison,Ryan Harrison,636-590-2890,219,1987-06-24,31,2007-09-12,Anchorage,AK,11160 Vosikof Place,Cynthia,61.11972100000001,-149.726504,"Roth IRA,Traditional IRA,Brokerage",57685.63810838938
Craig,Smith,Craig Smith,354-357-6681,220,1963-08-25,55,2010-03-21,Brookline,MA,16 Fuller Street,Cynthia,42.3443251,-71.12841,"Roth 401(k),Roth IRA",19985.34581788199
Dorthy,Simmons,Dorthy Simmons,122-971-5977,221,1989-04-17,29,2004-08-27,Oakland,CA,441 Merritt Avenue,Cynthia,37.8058663,-122.2493644,"Roth IRA,Roth 401(k),529",30038.524282719103
Patricia,Williams,Patricia Williams,198-774-2969,222,1970-09-12,48,2001-05-28,Thunderbolt,GA,2803 River Drive,Robert,32.032627,-81.050879,"Brokerage,Traditional IRA,Roth IRA,529,Roth 401(k)",261353.28089863434
Agnes,Ojeda,Agnes Ojeda,671-942-5685,223,1972-07-23,46,2010-01-25,Arvada,CO,5611 Kendall Court,Cynthia,39.7991311,-105.0667299,Roth IRA,13658.136524892503
Thomas,Becerra,Thomas Becerra,565-172-8226,224,1983-02-24,35,2001-03-20,Louisville,KY,1117 Everett Avenue,Robert,38.239723,-85.717075,"Traditional IRA,Roth 401(k),Brokerage,Roth IRA,529",256949.4992600009
Beth,Wright,Beth Wright,171-512-6011,225,1967-09-28,51,2016-09-23,Moore,OK,320 South Ramblin Oaks Drive,Cynthia,35.3353578,-97.4660835,"529,Roth IRA,Traditional IRA,Roth 401(k)",66571.64374599168
Maria,Mathews,Maria Mathews,668-121-9165,226,1971-01-14,47,2003-08-25,Savannah,GA,4112 Rockdale Street,Cynthia,32.048777,-81.13081199999999,"Brokerage,Roth IRA,Traditional IRA,Roth 401(k)",276823.3105777336
Kendrick,Arias,Kendrick Arias,491-441-1438,227,1968-11-26,49,2011-09-03,Louisville,KY,1622 Orchard Avenue,Cynthia,38.198791,-85.709931,"Roth 401(k),Roth IRA,529",60364.983295744
Glenn,Bowles,Glenn Bowles,684-858-8856,228,1977-11-04,41,2000-11-24,Fayetteville,AR,505 North Washington Avenue,Cynthia,36.070207,-94.15639999999999,"Brokerage,Roth 401(k)",18595.648548927173
John,Tso,John Tso,676-525-5290,229,1966-06-21,52,2013-10-03,Nashville,TN,5403 Illinois Avenue,Cynthia,36.157077,-86.853827,Traditional IRA,6514.745685534438
Edward,Alberson,Edward Alberson,418-798-1197,230,1981-07-05,37,2016-12-18,Edmond,OK,2700 Verona Way,Cynthia,35.646889,-97.44485999999999,"Traditional IRA,Brokerage,Roth IRA,529,Roth 401(k)",55908.5204422007
Edward,Young,Edward Young,367-727-0797,231,1979-01-15,39,2002-02-10,Montgomery,AL,2636 Knollwood Drive,Cynthia,32.3147,-86.25645899999999,"Traditional IRA,Roth 401(k),Roth IRA",122446.64023238621
Margaret,Mcdonald,Margaret Mcdonald,587-464-1646,232,1951-02-28,67,2009-10-25,Glendale,AZ,7101 West Beardsley Road,Robert,33.6661742,-112.2118385,Roth 401(k),204467.28931711166
Nicole,Johnson,Nicole Johnson,173-886-6194,233,1956-09-16,62,2011-07-26,Savannah,GA,1431 King George Boulevard,Cynthia,31.9775273,-81.2259819,"529,Roth 401(k),Brokerage,Roth IRA,Traditional IRA",192638.73904551964
David,Garr,David Garr,575-661-0108,234,1982-11-09,36,2017-11-12,Anchorage,AK,12870 Old Seward Highway,Robert,61.10396369999999,-149.8575515,"Roth 401(k),Roth IRA,Traditional IRA,529",48257.80501448327
Rana,Martin,Rana Martin,139-750-2420,235,1985-09-25,33,2000-09-17,Guildhall,VT,91 Courthouse Drive,Robert,44.5656291,-71.5609455,"529,Traditional IRA,Roth 401(k),Roth IRA",287566.3737360406
Eric,Romero,Eric Romero,692-941-9694,236,1953-08-07,65,2012-06-22,Rancho Palos Verdes,CA,6420 Via Baron,Cynthia,33.741162,-118.390767,"529,Brokerage,Roth IRA,Traditional IRA,Roth 401(k)",153961.32347194283
Morgan,Park,Morgan Park,454-135-1274,237,1954-02-28,64,2012-08-13,Louisville,KY,8007 Kendrick Crossing Lane,Cynthia,38.12356,-85.560345,"Brokerage,Roth 401(k),529,Traditional IRA,Roth IRA",66666.6895878328
Ashley,Fadel,Ashley Fadel,153-732-3380,238,1964-09-27,54,2014-04-28,Anchorage,AK,2732 West 67th Avenue,Cynthia,61.1599,-149.93596,"Traditional IRA,Roth 401(k),Roth IRA",49713.64028068225
Heidi,Chavous,Heidi Chavous,403-532-9866,239,1968-07-23,50,2005-01-21,Washington,DC,1345 G Street Southeast,Robert,38.8810733,-76.9861335,"Roth 401(k),Roth IRA,Traditional IRA",22989.223310970177
Terry,Gleason,Terry Gleason,118-736-1836,240,1988-06-23,30,2016-07-07,Severn,MD,8358 WB&A Road,Robert,39.108962,-76.68668799999999,"Roth IRA,Roth 401(k)",39355.682410527465
Cecil,Gordon,Cecil Gordon,511-442-6037,241,1959-07-27,59,2004-10-23,Glendale,AZ,6604 North 59th Avenue,Cynthia,33.5340739,-112.186878,"Traditional IRA,529,Roth 401(k),Brokerage,Roth IRA",175797.3714745576
